"y","x"
4.23991632298367,387
3.3479806545325,388
5.63354720547776,389
1.36438579958437,390
1.57875233514738,391
2.32477552028644,392
1.0307276041202,393
2.20663661431287,394
2.94768651853391,395
0.511066804775933,396
0.476990848722004,397
0.989493444671702,398
0.22137934424545,399
0.627536971095351,400
4.02012661973719,401
3.79007765031556,402
0.919518462136681,403
1.63630342952637,404
-1.02160673650323,405
-1.34919289880521,406
-1.44444268275865,407
-2.84001137247083,408
-0.868870799262406,409
2.29315327285509,410
-1.52845346546522,411
-2.08555357473767,412
-2.79649252682079,413
0.413635934252679,414
-1.56094507465431,415
-2.31385864585448,416
-3.66013711477484,417
-3.10984786560667,418
-0.420265606389657,419
-6.20431359870922,420
-1.56242501447209,421
-5.41987299982828,422
-3.81525516801853,423
-4.63080317469391,424
-6.27027236484762,425
-5.53579455261291,426
-2.40580253473481,427
-1.68785589354931,428
-1.22000209325276,429
-3.12112541487981,430
-1.45600599200913,431
-0.437628955305051,432
-0.40815351099847,433
-4.17676788651163,434
-1.19155990135905,435
-0.09067190276648,436
-3.59929606387614,437
-1.68438755457415,438
0.803417691299202,439
1.1638392127211,440
3.34089597950488,441
2.81700213690501,442
0.172024135017207,443
0.0419812070515626,444
1.8549808090059,445
0.551544843745172,446
2.43538727786457,447
5.01473830916696,448
4.91074487604451,449
4.26169739109905,450
0.920093757216979,451
0.500646287623059,452
5.0315589807983,453
3.30558630520846,454
4.90911993848197,455
4.42773570915245,456
0.755492526347188,457
0.970433547256272,458
5.53078591286739,459
6.30495773621207,460
5.93333748502253,461
2.9796244805924,462
5.58734281787692,463
1.53178964830902,464
1.37077702906938,465
1.79158166464244,466
-1.32655426008343,467
1.98841210617644,468
1.6480144589119,469
1.10963650272043,470
2.85294634837762,471
-1.11675028961056,472
-1.69419538847779,473
-0.503504591334942,474
-0.143608780978556,475
-2.47515271194779,476
-0.124012248550059,477
-3.00787790065351,478
-0.385059241903173,479
0.0188953574488226,480
-0.440921108025514,481
-5.60177138581087,482
-1.71106770184256,483
-1.68312219526706,484
-0.715128895662931,485
-1.53685488587416,486
-3.84171955461437,487
-6.11525863252604,488
-4.1300884823609,489
-5.3850503894005,490
-3.22056818976575,491
-1.47673213149764,492
-3.87968045817982,493
-1.38198671426841,494
-4.01724462165629,495
-4.49170198435031,496
0.0484645461441997,497
-3.64606003110051,498
-3.71130845893415,499
-3.83004015401226,500
1.79622177447031,501
-0.348330060348176,502
-2.11019761998613,503
0.0615389607829097,504
-2.03796600111409,505
-1.65412173456567,506
-1.08175215862583,507
-0.0100520997797517,508
1.70777310963432,509
0.97215911277258,510
5.53503219479905,511
0.180118877027475,512
2.15134773572421,513
3.79401932387892,514
1.98434702405986,515
4.80167490044131,516
4.83318143878464,517
4.11890601855911,518
6.37545247332647,519
5.04357433167236,520
2.78491277356392,521
5.28690342317121,522
2.17934423035736,523
5.98301465047776,524
5.01031161817893,525
4.77840565520564,526
0.311415162739471,527
4.61471501912429,528
-0.658880651386196,529
1.14368700521169,530
-1.53210883886459,531
-2.11557276497318,532
0.705261265559227,533
1.26706376708154,534
-1.67250986025188,535
-0.606139268931628,536
-0.813385656504985,537
0.486948860861635,538
-3.82577318106522,539
-2.62025249549716,540
-3.40874747122183,541
-2.05521749485023,542
-3.69210027771601,543
-3.27562888115538,544
-3.99113531509979,545
-2.48484574903746,546
-1.41376165391652,547
-1.54316824460658,548
-4.14242317807435,549
-1.55700431927074,550
-3.44711863762557,551
-1.02882235986789,552
-2.82759609813293,553
-4.29023271462865,554
-3.58934879799281,555
-3.27523160156718,556
-3.29306248550895,557
-5.47879608380585,558
-3.81612481536744,559
0.0543978872261213,560
-1.66859696841303,561
-1.99339856308764,562
1.43268913925472,563
-0.552632668361152,564
-1.83543902951355,565
-0.366556333939067,566
-0.130737472899863,567
2.87953540704693,568
3.31599668370895,569
1.33615561702043,570
0.0961496102600194,571
0.726804573025579,572
5.54478891793023,573
2.99471386797737,574
3.83429235505354,575
2.93326423375752,576
2.85407912064524,577
1.16801996373065,578
5.16885620774782,579
3.6626386021792,580
1.44826153932775,581
0.96981757715958,582
4.36301481713797,583
2.14558571998061,584
4.4398173910221,585
3.3838365007779,586
6.28976108796165,587
2.89187896484213,588
4.1684327182734,589
3.21730765701827,590
0.521742939344265,591
4.63882788528119,592
2.93421012226403,593
-1.59419074091728,594
1.8352429128731,595
0.153756644102333,596
1.76429795458358,597
1.82278365787439,598
-2.94475989852827,599
1.27204809015856,600
-1.88264102716726,601
-0.837814592634908,602
-2.34635944975136,603
-1.57929285057029,604
-2.56732699947471,605
-2.02399940460937,606
-2.9750249787525,607
-2.59721182070704,608
-4.49023275258963,609
-5.5978350577938,610
-6.59222383713989,611
-3.08493483036413,612
-2.19704314564971,613
-2.75156971549225,614
-6.28953179352355,615
-5.4924518337891,616
-4.9602059866799,617
-3.16184810218562,618
-1.42396616722683,619
-5.39188416518709,620
-4.24795888442706,621
-1.7399822624644,622
-0.0448783857021562,623
-4.56022268228345,624
-3.94626904898375,625
1.69017786601328,626
-0.126021963174655,627
-1.38509285040725,628
0.254187739448083,629
-0.432377335574142,630
3.53986013947748,631
2.46484677414973,632
3.12647700041382,633
2.91131240604761,634
2.52883280979328,635
2.81760689006926,636
1.42251791738682,637
4.18895779411096,638
4.9109456168752,639
2.68889325467581,640
2.48078500277367,641
4.72616030798724,642
6.46324405111671,643
6.01358022781357,644
4.88593748018148,645
5.20133793165882,646
4.73497345378585,647
2.55877543355776,648
0.855865976442898,649
3.42300310825448,650
1.61352738796183,651
0.145925398700561,652
0.0861151010391352,653
1.29250100808622,654
1.4341672989136,655
-0.201825533914756,656
3.92570662944845,657
1.86127576239059,658
3.00484251122574,659
0.468967667432851,660
0.943005351372171,661
-3.05357505850273,662
0.758519192289651,663
-2.39866438009172,664
-3.46744208271112,665
-1.99292909791254,666
-3.94989767179779,667
-2.75353619667243,668
-4.84112441797543,669
-1.48628263373667,670
-2.88287257313702,671
-6.86611627930963,672
-1.10193634616727,673
-2.67425802565965,674
-6.38839728663451,675
-5.49600390872182,676
-6.89973133027624,677
-4.17155356029931,678
-3.86126092749143,679
-5.96960170844127,680
-1.28037091602629,681
-2.99341240221823,682
-3.56979615334878,683
-3.66403417853486,684
-4.32080547017923,685
-1.64803567853725,686
-2.04701713838429,687
-4.02444424485507,688
-1.71430310881416,689
-0.22016457661883,690
-2.41251952370826,691
3.18439065964668,692
-2.10625304336567,693
3.86938995813745,694
3.76230455304864,695
2.13093453202702,696
0.570867564710678,697
4.10211954560487,698
1.21695729630701,699
2.6251567206919,700
4.13011603102447,701
3.68977284397469,702
6.86725592518376,703
2.83626310420695,704
1.56306786297545,705
5.73163993956218,706
5.18105029387385,707
7.04164695797852,708
5.21588468352886,709
1.18945571766575,710
5.63083577385187,711
2.50508566254602,712
2.58878889076945,713
0.810278487083359,714
2.82313631088528,715
2.42937545124702,716
3.60486173933208,717
1.24125154365125,718
3.84916384981481,719
-1.71748372821427,720
2.57395015797123,721
1.09135680474356,722
1.69408396525427,723
-3.08990038160291,724
-3.21919279801046,725
-0.195976866326728,726
-3.55778982903975,727
-0.182343845282683,728
-2.01339193648227,729
-0.122035847116921,730
-3.39101507079002,731
-0.926627877069998,732
-2.75600681209857,733
-1.1372419673397,734
-1.67114639983943,735
-4.93515703980275,736
-5.56901346329094,737
-4.47538047300113,738
-3.14677304584719,739
-2.20584510889076,740
-5.19931041081453,741
-3.59891654662556,742
-6.60491694302633,743
-3.21588574314154,744
-6.13755299170527,745
-5.86268987433729,746
-4.28672326759222,747
-1.59249487016909,748
-0.676625602400476,749
-3.96337839515776,750
0.467747669674767,751
-1.6751404477911,752
-2.97895763881096,753
-0.88557048355812,754
-0.295036339471392,755
2.55025803137633,756
0.179581674078828,757
-0.438812600373071,758
3.73210358269321,759
-0.360793234145112,760
1.9417896873123,761
1.91022929120649,762
1.46274430477192,763
5.32957516860072,764
2.00720219267491,765
7.13088754521961,766
1.7692665338396,767
7.43601249538316,768
3.81757816274996,769
7.05211264691298,770
7.22987777193447,771
4.48736568460929,772
4.79625405673057,773
5.21144374082885,774
1.36323975422731,775
5.91079413690955,776
3.08642975444553,777
1.45478597200945,778
0.210560831204514,779
2.41737325610734,780
1.4555689637685,781
2.22757967590078,782
1.59180959754686,783
-2.25057713035972,784
1.7788774399597,785
2.43818239995257,786
-0.795085818300886,787
1.70837859285139,788
0.236470873496738,789
-1.1128984661506,790
-3.6560774617257,791
-2.31459329685708,792
-2.65540090253118,793
-5.27662312013126,794
-2.97600934910767,795
-3.77214743853112,796
-3.59759279799708,797
-4.95991677121132,798
-6.45549088857887,799
-6.9416423240427,800
-5.02954531965421,801
-5.24264287978588,802
-2.21864045425084,803
-6.70565537168611,804
-4.36639512257935,805
-2.47645287024522,806
-4.99565678460039,807
-3.00055942773893,808
-4.73620639736005,809
-2.79601177784828,810
-5.25207013275753,811
0.6699388338862,812
1.1558001728192,813
-2.12985649050117,814
-3.46443091247025,815
1.10772389509258,816
0.574463558680496,817
-0.299217391530451,818
1.22576257189786,819
-1.22896758346775,820
4.11348733543227,821
0.265484472561075,822
1.67483179537185,823
5.42647528558887,824
2.18157876562178,825
3.69645491601971,826
1.50526289318027,827
2.17528838148073,828
6.11300738006153,829
4.08034735104771,830
5.91426093288558,831
3.06516005692388,832
7.39631834463148,833
5.87853936161689,834
2.6843067970087,835
5.12264863009353,836
3.39060885739336,837
2.78061621628684,838
4.77474404618774,839
2.41699168022974,840
5.15216995964777,841
1.18394907364091,842
0.668380810656906,843
4.95524805558342,844
1.99207030687731,845
-1.7317878936485,846
-1.85296376869827,847
-0.929576838492236,848
-2.19104950626307,849
-3.85513290145693,850
1.19082348262427,851
-0.138946895195217,852
-0.00699804572242391,853
-2.06783515420962,854
-1.25380056771003,855
-2.32537758586117,856
-5.64691717597148,857
-6.66186461346267,858
-3.64075775795645,859
-4.70878857590132,860
-4.46923982977466,861
-7.18497491258483,862
-3.26305244420125,863
-5.6703684944535,864
-2.42818054304444,865
-3.98471124820599,866
-2.1737574807216,867
-7.32940609817383,868
-4.13953967782901,869
-4.97905335611271,870
-3.04764545435438,871
-0.959262705627801,872
-5.94756100061548,873
-3.0489203108878,874
-3.84611793904219,875
-1.82193720466418,876
-4.1144044844212,877
-0.562624169241308,878
1.6066699690932,879
-1.5858020060913,880
2.66011769128024,881
3.09836094732138,882
0.509220706016201,883
0.0400681909190359,884
4.10161620407403,885
4.10711857583252,886
1.00435061297795,887
6.1515725348304,888
7.06180629136706,889
4.97584046351056,890
7.23819530673255,891
2.977499888546,892
4.07222598714907,893
4.06796030166144,894
7.39046408284106,895
2.36865639979398,896
6.46085014552551,897
3.7570536096425,898
3.31870836915996,899
5.61317496194336,900
5.91021114484333,901
6.47632298541003,902
0.983716515053579,903
2.88478306201619,904
3.2363173660288,905
5.14105912486504,906
4.38357277305652,907
4.42677589287338,908
2.67177178528853,909
2.99473684763934,910
1.00829864750103,911
-1.92957559859809,912
-3.44118539121092,913
-0.667051272616714,914
-4.47492997561804,915
-5.05978157738038,916
-0.353345839489451,917
-2.29371364070369,918
-5.19368563117981,919
-5.90855730631707,920
-2.72192687592943,921
-7.86363908509743,922
-6.72024321774328,923
-3.86790165337125,924
-8.13151926281367,925
-3.82174484382687,926
-4.1657570993419,927
-4.69596999034439,928
-7.41885015226539,929
-7.16044714684276,930
-6.8608133751324,931
-2.63293764826283,932
-4.573193982482,933
-4.25998973508924,934
-4.0478638692775,935
-3.397234227384,936
-3.43422249677901,937
-1.94653878689199,938
0.685216201459461,939
-3.83726954384321,940
-0.998687240624751,941
2.10040317828603,942
-1.22957400196745,943
2.53384390462129,944
-0.809361981809825,945
0.687016094462153,946
2.40184714223612,947
5.8684498798586,948
1.3005531426959,949
2.13312293570811,950
3.9481492403708,951
7.70041046178038,952
5.87232685961291,953
7.0055044546874,954
7.47390721206446,955
4.42273937786521,956
6.09974514306909,957
7.35548012918633,958
4.74870971376495,959
6.61954930606216,960
6.01550197648821,961
3.58265431869202,962
7.70948322309448,963
6.17420904928206,964
5.5893011289996,965
2.3241812518604,966
4.20935364622214,967
1.8808109742027,968
0.268428230042068,969
0.665467398022804,970
2.20825725106458,971
0.576097188929984,972
1.47771286245811,973
-2.40650566511865,974
0.645162299146847,975
-2.54043440036859,976
-2.95687221305113,977
-1.82112855165648,978
-1.63838155970977,979
-2.88674395311246,980
-4.84506224541105,981
-6.8240524725768,982
-8.47932194749905,983
-6.25569164120543,984
-5.49051573844504,985
-5.30318956679957,986
-5.34387313489922,987
-6.88223478360768,988
-8.44651607864635,989
-6.02577158779424,990
-9.85260967943074,991
-6.18922894684996,992
-4.56217110316952,993
-9.8070320472675,994
-7.94116678051728,995
-7.5393847902583,996
-5.30749214978095,997
-5.96085095891719,998
-5.05017126271081,999
-4.04298810424397,1000
